City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Pauini,BR,1650488013,-7.7136,-66.9764,80.19,74,97,3.65
294,São Félix do Xingu,BR,1650487969,-6.6447,-51.995,78.53,89,72,1.72
295,Progreso,MX,1650488014,21.2833,-89.6667,98.11,60,0,19.77
296,Nikolskoye,RU,1650488014,59.7035,30.7861,48.09,94,32,8.48
297,San Andrés,CO,1650488015,12.5847,-81.7006,86.02,66,40,6.91
298,Lamesa,US,1650488015,32.7376,-101.951,91.53,6,5,11.5
299,Davila,PH,1650488015,18.4726,120.5763,80.38,74,1,5.88
300,Kununurra,AU,1650488016,-15.7667,128.7333,71.58,88,96,1.14
301,Brae,GB,1650488016,60.3964,-1.353,45.45,85,99,9.98
302,Rodrigues Alves,BR,1650488017,-7.738,-72.6509,79,93,93,0.81
303,Parkes,AU,1650488017,-33.1333,148.1833,52.25,76,16,2.28
304,Tanout,NE,1650488018,14.9709,8.8879,86,15,14,6.62
305,Rahā,IN,1650488018,26.2333,92.5167,72.5,68,13,2.48
306,Lüderitz,NA,1650488019,-26.6481,15.1594,70.83,42,2,5.23
307,Alofi,NU,1650488019,-19.0595,-169.9187,80.49,89,75,5.75
308,Port Blair,IN,1650488020,11.6667,92.75,82.98,73,35,6.64
309,Danilov,RU,1650488020,58.1908,40.1717,42.44,72,100,9.57
310,Poniatowa,PL,1650488021,51.1798,22.1309,43.95,97,100,7.52
311,Yuzhno-Kurilsk,RU,1650488022,44.0306,145.8556,41.63,81,0,14.65
312,Gezing,AT,1650488022,47.9178,13.1299,39.81,80,0,2.3
313,Honningsvåg,NO,1650488023,70.9821,25.9704,40.75,75,68,0
314,Aginskoye,RU,1650488023,51.1,114.53,26.65,59,3,8.68
315,Miyakonojō,JP,1650488024,31.7333,131.0667,57.2,93,100,3.02
316,Flinders,AU,1650488024,-34.5833,150.8552,57.06,82,1,1.99
317,Angoche,MZ,1650488025,-16.2325,39.9086,74.73,94,82,10.58
318,Waipawa,NZ,1650488025,-41.4122,175.5153,63.34,75,83,9.01
319,Clovis,US,1650488026,36.8252,-119.7029,75.61,43,5,1.99
320,Marabba,SD,1650488026,12.35,32.1833,92.79,20,58,4.38
321,Necochea,AR,1650488026,-38.5473,-58.7368,61.18,87,95,19.73
322,Mashhad,IR,1650488027,36.297,59.6062,59.14,77,0,4.61
323,Codrington,AU,1650488028,-38.2667,141.9667,53.91,78,67,8.5
324,Ürümqi,CN,1650487802,43.801,87.6005,56.35,23,0,4.47
325,La Cruz,MX,1650488028,23.9167,-106.9,80.71,54,11,9.22
326,Baie-Comeau,CA,1650487741,49.2168,-68.1489,40.68,60,100,12.66
327,Azul,AR,1650488029,-36.777,-59.8585,59.34,76,100,9.35
328,Murgab,TM,1650488029,37.4966,61.9714,58.87,88,0,4.61
329,Yangambi,CD,1650488030,0.8102,24.4336,70.03,98,100,2.39
330,Sanguéya,GN,1650488031,10.7,-14.3667,78.73,68,57,5.17
331,Shimoda,JP,1650488031,34.6667,138.95,53.1,79,99,7.85
332,Gao,ML,1650488032,16.6362,1.637,87.21,10,16,10.27
333,Hambantota,LK,1650488033,6.1241,81.1185,79.02,86,5,3.94
334,Port Augusta,AU,1650488033,-32.5,137.7667,59.97,77,100,7.76
335,Gewanē,ET,1650488033,10.1664,40.6453,83.93,41,15,3.33
336,Miandrivazo,MG,1650488034,-19.5167,45.4667,77.74,82,4,2.44
337,Cascais,PT,1650487962,38.6979,-9.4215,56.46,67,20,35.99
338,Shebunino,RU,1650488034,46.4339,141.8603,46.71,76,72,24.58
339,Norman Wells,CA,1650488035,65.282,-126.8329,32.04,34,0,4.61
340,Kangaatsiaq,GL,1650488036,68.3065,-53.4641,6.6,81,8,12.41
341,Chirilagua,SV,1650488036,13.2203,-88.1386,87.49,49,10,7.92
342,Ahipara,NZ,1650487902,-35.1667,173.1667,68.63,84,87,9.22
343,Cherskiy,RU,1650488037,68.75,161.3,19.63,82,86,4.36
344,Sinnamary,GF,1650488037,5.3833,-52.95,77.59,90,100,11.3
345,Kiunga,PG,1650488038,-6.1219,141.2906,73.26,100,99,1.16
346,Isangel,VU,1650488038,-19.55,169.2667,80.35,75,54,8.08
347,Sorong,ID,1650488039,-0.8833,131.25,79.21,85,84,4.23
348,Osakarovka,KZ,1650488039,50.565,72.5692,49.86,79,75,11.23
349,Nome,US,1650488040,64.5011,-165.4064,35.11,60,4,3.94
350,Warri,NG,1650488041,5.5167,5.75,79.29,89,81,3
351,Ishinomaki,JP,1650488041,38.4167,141.3,42.8,91,2,3.42
352,Haines Junction,CA,1650488041,60.7522,-137.5108,37.35,35,100,3.44
353,Lebanon,US,1650488042,36.2081,-86.2911,73.62,20,0,13.8
354,Salym,RU,1650488042,60.0625,71.4789,27.91,94,100,9.1
355,Morón,AR,1650488043,-34.6534,-58.6198,78.49,55,83,3.74
356,Zhezkazgan,KZ,1650488043,47.8043,67.7144,54.57,44,6,3.51
357,Cartagena del Chairá,CO,1650488044,1.3349,-74.8429,79.2,90,94,0.92
358,Kodinsk,RU,1650488044,58.6881,99.1844,22.95,98,100,0.63
359,Djambala,CG,1650488045,-2.5447,14.7533,66.81,93,100,3.2
360,Port-Cartier,CA,1650488045,50.0334,-66.8654,39.74,80,93,15.23
361,Kindu,CD,1650488046,-2.95,25.95,69.53,98,100,3.06
362,Batagay,RU,1650488047,67.6333,134.6333,20.52,95,100,1.14
363,Birobidzhan,RU,1650488047,48.8,132.95,51.87,61,100,2.84
364,Sittwe,MM,1650488048,20.15,92.9,78.78,79,34,4.41
365,Campo Maior,BR,1650487877,-4.8278,-42.1686,77.2,88,31,3.83
366,Kirovsk,UA,1650488049,48.6375,38.6428,42.26,74,10,6.96
367,Ballina,AU,1650488049,-28.8667,153.5667,62.78,96,75,3.44
368,Constitución,CL,1650488049,-35.3333,-72.4167,59.04,60,5,15.26
369,Lucapa,AO,1650488050,-8.4192,20.7447,65.97,97,99,0.81
370,Eureka,US,1650487934,40.8021,-124.1637,57.25,83,100,3
371,Junín,AR,1650487964,-34.5838,-60.9433,67.75,60,100,7.14
372,Kozhva,RU,1650488051,65.1073,57.0459,17.92,85,100,10.36
373,Geraldton,AU,1650488052,-28.7667,114.6,64.81,55,91,3.44
374,Vao,NC,1650488053,-22.6667,167.4833,74.77,72,3,7.02
375,Mundybash,RU,1650488053,53.211,87.2983,35.67,99,100,2.8
376,Sisimiut,GL,1650487868,66.9395,-53.6735,19.65,51,25,9.15
377,Broken Hill,AU,1650488051,-31.95,141.4333,56.91,82,100,1.14
378,Nelson Bay,AU,1650488053,-32.7167,152.15,55.99,88,2,8.3
379,Soddy-Daisy,US,1650488054,35.2359,-85.1908,71.98,35,100,3
380,Moyale,KE,1650488054,3.5167,39.0584,68.77,84,96,5.08
381,Roald,NO,1650488055,62.5833,6.1333,48.76,100,100,13.8
382,Xinqing,CN,1650488055,48.2333,129.5,41.76,88,98,4.29
383,Tamandaré,BR,1650488056,-8.7597,-35.1047,78.55,75,28,7.25
384,Ayan,RU,1650488056,56.45,138.1667,26.56,92,91,4.68
385,Mabaruma,GY,1650488057,8.2,-59.7833,81.68,69,80,7.02
386,Zhigansk,RU,1650488057,66.7697,123.3711,16.12,96,100,4.5
387,Douglas,US,1650487825,41.3,-96.167,53.58,91,100,1.01
388,Saint George,US,1650488042,37.1041,-113.5841,79.79,19,0,1.99
389,Krasnosel'kup,RU,1650488057,65.7,82.4667,0.7,98,38,10.31
390,Serik,TR,1650488058,36.9169,31.0989,58.75,83,0,3.94
391,Lata,PT,1650488058,40.1629,-8.3327,54.07,82,2,6.08
392,Saint-Ambroise,CA,1650488058,48.5501,-71.3324,35.58,64,99,25.32
393,Maniwaki,CA,1650488059,46.3834,-75.966,46.78,34,53,8.05
394,Karasjok,NO,1650488059,69.4719,25.5112,41.81,90,100,4.05
395,Monteiro,BR,1650488059,-7.8894,-37.12,75.18,77,99,9.64
396,Jaisalmer,IN,1650488060,26.9147,70.9181,82.65,28,10,12.17
397,Fes,MA,1650488060,34.0372,-4.9998,50.25,76,40,11.5
398,Leningradskiy,RU,1650488061,69.3833,178.4167,18.12,89,55,4.97
399,Sørland,NO,1650488061,67.667,12.6934,44.46,91,100,5.19
400,Drăgăneşti de Vede,RO,1650488061,44.1333,25.05,39.85,93,86,12.86
401,Philadelphia,US,1650487906,39.9523,-75.1638,61.21,33,40,10.36
402,Walvis Bay,NA,1650488062,-22.9575,14.5053,78.1,39,70,7.81
403,Sterling,US,1650488063,39.0062,-77.4286,63.1,33,0,3
404,Araouane,ML,1650488063,18.9048,-3.5265,82.87,8,42,4.99
405,Quzhou,CN,1650488063,28.9594,118.8686,58.84,95,32,2.73
406,Montepuez,MZ,1650488064,-13.1256,38.9997,67.84,94,89,4.03
407,Aberystwyth,GB,1650488064,52.4155,-4.0829,49.71,86,34,8.32
408,Kudahuvadhoo,MV,1650488064,2.6708,72.8944,83.82,71,52,7
409,Tagajo,JP,1650488065,38.2937,141.0056,42.75,93,20,1.14
410,Karratha,AU,1650488065,-20.7377,116.8463,82.13,40,43,9.13
411,Yarmouth,US,1650488065,41.7057,-70.2286,59.14,48,0,13.8
412,Gachalá,CO,1650488066,4.6924,-73.5204,63.66,98,100,2.13
413,Itoman,JP,1650488066,26.1247,127.6694,72.37,96,40,13.8
414,Mago,RU,1650488066,53.2514,140.1822,31.19,93,100,4.47
415,Ol'ga,RU,1650488067,43.7444,135.2892,44.6,75,5,5.75
416,Salamiyah,SY,1650488067,35.0113,37.0532,51.69,87,0,7.87
417,Fairbanks,US,1650487987,64.8378,-147.7164,43.21,38,11,1.01
418,Podor,MR,1650488067,16.6527,-14.9587,86.07,25,48,17.11
419,Beringovskiy,RU,1650488068,63.05,179.3167,27.79,93,98,1.81
420,Bayan,CN,1650487977,46.0833,127.4,60.75,35,100,20.51
421,Poum,NC,1650488068,-20.2333,164.0167,77.11,78,18,10.13
422,Menongue,AO,1650488068,-14.6585,17.691,60.01,70,98,3.33
423,Truckee,US,1650488069,39.328,-120.1833,57.72,58,30,7
424,Hirara,JP,1650488069,24.8,125.2833,74.32,82,100,16.89
425,‘Āhuimanu,US,1650488069,21.4447,-157.8378,79.36,72,64,5.99
426,Kamaishi,JP,1650488070,39.2667,141.8833,49.62,89,2,6.82
427,San Policarpo,PH,1650488070,12.1791,125.5072,80.01,82,74,6.67
428,Udachny,RU,1650488070,66.4167,112.4,14.45,85,100,6.02
429,Canary Islands,ES,1650488071,28,-15.5,59.4,63,75,25.32
430,Dongsheng,CN,1650488071,39.8161,109.9776,45.72,49,70,18.63
431,Soure,BR,1650488071,-0.7167,-48.5233,80.19,83,99,7.92
432,Ahlat,TR,1650488048,38.7518,42.4814,47.26,53,0,2.98
433,Bluefield,US,1650487835,37.2698,-81.2223,67.15,27,0,6.91
434,Nanortalik,GL,1650488072,60.1432,-45.2371,30.04,66,89,7.54
435,Markova,UA,1650488072,48.6758,24.4138,38.21,93,100,2.91
436,Oranjestad,AW,1650487805,12.524,-70.027,84.15,65,75,14.97
437,Atambua,ID,1650488073,-9.1061,124.8925,72.39,88,100,4.07
438,Porto Santo,PT,1650488073,33.072,-16.3415,61.18,67,75,16.11
439,Florianópolis,BR,1650487835,-27.6146,-48.5012,69.03,73,20,11.5
440,Amahai,ID,1650488073,-3.3333,128.9167,78.03,86,45,2.48
441,Gladstone,AU,1650488074,-23.85,151.25,72.79,88,100,4.61
442,Kampong Thom,KH,1650488074,12.7111,104.8887,77.27,86,63,4.79
443,Ngunguru,NZ,1650487810,-35.6167,174.5,66.97,91,100,13.6
444,Kinlochleven,GB,1650488074,56.7115,-4.9661,51.3,70,8,6.11
445,Wundanyi,KE,1650488075,-3.4019,38.364,61.14,83,100,5.03
446,China,MX,1650488075,25.7,-99.2333,92.84,40,100,12.77
447,Tahe,CN,1650488076,52.3333,124.7333,26.51,87,6,3.24
448,Burnie,AU,1650488076,-41.0667,145.9167,49.05,67,5,7.63
449,Kavieng,PG,1650488076,-2.5744,150.7967,83.3,74,73,14.36
450,Skeldon,GY,1650488076,5.8833,-57.1333,79.88,74,95,7.23
451,Emerald,AU,1650487984,-23.5333,148.1667,71.74,49,40,10.36
452,Saint Charles,US,1650488028,38.7667,-90.7335,55.9,79,100,8.01
453,Darhan,MN,1650488077,49.4867,105.9228,30.87,50,27,1.79
454,Brownfield,US,1650488077,33.1812,-102.2744,90.95,6,5,13.04
455,Ingham,US,1650488078,42.6,-84.3833,51.98,49,100,16.11
456,Teluknaga,ID,1650488078,-6.0989,106.6381,83.1,88,20,3.44
457,Guilin,CN,1650488079,25.2819,110.2864,51.91,96,10,0.31
458,Meulaboh,ID,1650488079,4.1363,96.1285,78.55,86,97,5.32
459,Wichita Falls,US,1650488080,33.9137,-98.4934,99.25,12,0,11.5
460,Sawtell,AU,1650488080,-30.3833,153.1,60.19,94,99,4.61
461,Cairns,AU,1650487825,-16.9167,145.7667,77.07,93,75,10.36
462,Charters Towers,AU,1650488081,-20.1,146.2667,70.05,77,57,7.11
463,Belaya Gora,RU,1650488081,68.5333,146.4167,14.27,94,100,1.7
464,Prince Rupert,CA,1650488082,54.3161,-130.3201,53.69,40,0,10.36
465,Bonavista,CA,1650488083,48.6499,-53.1147,40.08,89,100,27.47
466,Rome,US,1650488083,43.2128,-75.4557,49.82,48,26,13
467,Djemmal,TN,1650488083,35.6223,10.757,71.28,49,96,9.22
468,Pedernales,DO,1650488084,18.0384,-71.744,80.76,72,100,3.15
469,Meadow Lake,US,1650488084,34.8014,-106.5436,84.4,5,36,24.23
470,The Valley,AI,1650487804,18.217,-63.0578,82.26,61,20,16.11
471,Jalu,LY,1650488085,29.0331,21.5482,68.2,22,0,7.54
472,Ambanja,MG,1650488086,-13.6833,48.45,75.99,92,100,2.89
473,Abnūb,EG,1650488086,27.2696,31.1511,68.22,33,0,11.72
474,Katobu,ID,1650488087,-4.9408,122.5276,74.52,94,100,2.01
475,Katsuura,JP,1650488088,35.1333,140.3,57.2,87,89,3.85
476,Mpika,ZM,1650488088,-11.8343,31.4529,61.99,96,90,7.72
477,Huarmey,PE,1650488089,-10.0681,-78.1522,71.92,75,24,10.6
478,Greenville,US,1650487826,35.6127,-77.3663,63.12,28,0,3.44
479,Pacific Grove,US,1650487900,36.6177,-121.9166,67.41,57,0,11.99
480,Lagoa,PT,1650487901,39.05,-27.9833,58.93,67,19,7.38
481,Kieta,PG,1650488089,-6.2167,155.6333,80.44,85,68,4.74
482,Houma,US,1650488090,29.5958,-90.7195,78.01,70,100,11.01
483,Caravelas,BR,1650488090,-17.7125,-39.2481,74.98,72,1,6.6
484,Sri Aman,MY,1650488091,1.2376,111.4621,77.09,94,89,0
485,Padang,ID,1650488092,-0.9492,100.3543,75.33,95,100,3.76
486,Saravan,AM,1650488092,39.7196,45.6483,45.9,85,16,6.24
487,Olinda,BR,1650487890,-8.0089,-34.8553,82.13,74,20,10.36
488,Tommot,RU,1650488093,58.9564,126.2925,19.17,95,97,2.57
489,Novy Urengoy,RU,1650488093,66.0833,76.6333,6.21,91,98,22.53
490,Nuevo Progreso,MX,1650488093,23.1667,-97.95,83.53,64,87,11.01
491,Sarny,UA,1650488094,51.338,26.6019,41.25,83,100,6.35
492,Inhambane,MZ,1650488095,-23.865,35.3833,72.84,86,100,12.21
493,Kofelē,ET,1650488095,7.0667,38.7833,51.55,85,79,6.73
494,Mezen',RU,1650488096,65.8522,44.24,21.25,94,19,2.28
495,Kushiro,JP,1650488096,42.975,144.3747,41.22,84,0,8.39
496,Taft,IR,1650488097,31.7471,54.2088,69.75,13,78,4.61
497,Dauriya,RU,1650488098,49.9333,116.8667,28.8,48,0,6.76
498,Beroroha,MG,1650488098,-21.6667,45.1667,76.05,65,4,5.84
499,Nunkiní,MX,1650488099,20.3333,-90.1833,100.67,17,4,2.55
500,Mersing,MY,1650488099,2.4312,103.8405,76.91,94,40,4.61
501,Vrangel',RU,1650488100,42.7297,133.0839,45.16,80,0,7.25
502,Vuktyl,RU,1650488100,63.8567,57.3094,19.45,90,39,8.21
503,Sokolo,ML,1650488101,14.7328,-6.1219,90.91,7,43,9.93
504,Navahrudak,BY,1650488101,53.6,25.8333,43.84,93,100,12.75
505,Manono,CD,1650488101,-7.3,27.4167,70.66,94,100,6.91
506,Bukachacha,RU,1650488102,52.9833,116.9167,21.33,65,10,3.27
507,Anadyr,RU,1650488102,64.75,177.4833,32.5,80,75,13.42
508,Skellefteå,SE,1650488103,64.7507,20.9528,39,59,0,3.44
509,Yar-Sale,RU,1650488103,66.8333,70.8333,9.54,89,100,22.88
510,Nara,JP,1650488033,34.6851,135.8049,58.5,59,100,3.67
511,Bāgepalli,IN,1650488103,13.7847,77.7931,79.21,54,0,6.15
512,Riverton,US,1650488104,40.5219,-111.9391,65.71,30,0,11.99
513,Lukulu,ZM,1650488104,-14.3707,23.242,62.85,72,23,4.74
514,Arlit,NE,1650488104,18.7369,7.3853,91.08,10,92,4.36
515,Santiago del Estero,AR,1650488105,-27.7951,-64.2615,84.36,44,16,5.1
516,Srednekolymsk,RU,1650488105,67.45,153.6833,17.35,84,45,2.24
517,Souillac,MU,1650488044,-20.5167,57.5167,75.58,94,40,5.75
518,Lethem,GY,1650488106,3.3803,-59.7968,90.14,46,96,5.66
519,Nishihara,JP,1650488106,26.1842,127.7558,71.65,97,75,13.8
520,Pangnirtung,CA,1650488107,66.1451,-65.7125,19.4,49,75,6.91
521,Mitrovice,XK,1650488107,42.8833,20.8667,39.54,97,96,2.19
522,Te Anau,NZ,1650487975,-45.4167,167.7167,58.64,92,85,5.17
523,Kjøpsvik,NO,1650488108,68.097,16.3742,45.18,90,26,6.08
524,Ghanzi,BW,1650488108,-21.5667,21.7833,60.69,59,2,6.96
525,Ondjiva,AO,1650488109,-17.0667,15.7333,66.07,45,99,6.49
526,Mitú,CO,1650488109,1.1983,-70.1733,77.16,83,100,2.06
527,Tot'ma,RU,1650488110,59.9747,42.7642,36.91,93,100,7.7
528,Honiara,SB,1650488110,-9.4333,159.95,80.62,82,89,5.23
529,Altay,CN,1650488111,47.8667,88.1167,38.77,56,1,4.68
530,Berbérati,CF,1650488111,4.2612,15.7922,72.57,84,46,2.59
531,Megion,RU,1650488112,61.0296,76.1136,26.62,86,97,11.39
532,Opuwo,NA,1650488112,-18.0607,13.84,67.82,35,94,6.49
533,Taltal,CL,1650488112,-25.4,-70.4833,65.12,75,78,7.63
534,Tezu,IN,1650488113,27.9167,96.1667,67.78,87,80,3.04
535,Laela,TZ,1650488113,-8.5667,32.05,60.22,91,89,3.33
536,Soyo,AO,1650488113,-6.1349,12.3689,76.93,91,100,5.68
537,Sarāhan,IN,1650488114,31.5167,77.8,54.18,53,100,7.18
538,Severodvinsk,RU,1650488114,64.5635,39.8302,28.51,94,13,4.16
539,Nizhniy Chir,RU,1650488114,48.3597,43.0865,46.99,69,9,13.69
540,Disna,BY,1650488115,55.568,28.1971,48.9,68,15,14.7
541,Egvekinot,RU,1650488115,66.3167,-179.1667,25,77,100,1.86
542,Jingdezhen,CN,1650488116,29.2947,117.2079,57.6,97,2,2.26
543,Sibay,RU,1650488116,52.7181,58.6658,55.49,65,100,6.93
544,Machico,PT,1650488116,32.7,-16.7667,62.71,76,75,14.97
545,Manta,EC,1650488117,-0.95,-80.7333,78.58,89,100,2.3
546,Riachão das Neves,BR,1650488118,-11.7461,-44.91,80.58,55,40,2.24
547,Port Macquarie,AU,1650488118,-31.4333,152.9167,55.89,80,24,4.94
548,Kyzyl-Suu,KG,1650488119,42.3414,78.0056,49.6,87,100,1.03
549,Nikel,RU,1650488119,69.4128,30.222,39.38,95,100,4.68
550,Siniscola,IT,1650488120,40.5719,9.6922,58.55,94,100,3.36
551,Ojinaga,MX,1650488120,29.5667,-104.4167,97.57,15,0,12.66
552,Gari,RU,1650488120,59.4307,62.3497,33.3,91,97,9.24
553,Teknāf,BD,1650488121,20.8624,92.3058,77.07,88,41,3.22
554,Kyra,RU,1650488121,49.5776,111.9753,23.65,67,4,4.61
555,Ormara,PK,1650488121,25.2088,64.6357,79.79,78,0,7.96
556,Tiznit Province,MA,1650488122,29.5833,-9.5,55.18,72,25,12.19
557,Chanthaburi,TH,1650488122,12.8333,102.1667,68.61,92,52,0.22
558,Cururupu,BR,1650488122,-1.8283,-44.8683,77.41,88,100,2.93
559,Itarema,BR,1650488123,-2.9248,-39.9167,78.91,86,77,10.51
560,Lake City,US,1650488056,30.1897,-82.6393,78.51,43,75,8.05
561,Matamoros,MX,1650488123,25.5333,-103.25,94.44,13,86,9.1
562,‘Ewa Beach,US,1650488124,21.3156,-158.0072,79.59,70,75,15.99
563,Alta Floresta,BR,1650487969,-9.8756,-56.0861,82.22,78,40,3.44
564,Agropoli,IT,1650488124,40.3469,14.9966,63.45,67,97,6.13
565,Carutapera,BR,1650488125,-1.195,-46.02,78.73,86,100,5.7
566,Weatherford,US,1650487853,32.7593,-97.7972,93.47,42,31,3
567,Porosozero,RU,1650488125,62.7191,32.727,36.88,88,100,4.23
568,Tilichiki,RU,1650488125,60.4667,166.1,12.11,94,96,7.34
569,Emporia,US,1650488126,38.4039,-96.1817,61.52,82,100,20.71
570,Mackay,AU,1650487997,-21.15,149.2,72.68,88,100,9.22
571,Broome,US,1650488126,42.2506,-75.833,54.7,45,70,5.99
572,Gemeente Zaltbommel,NL,1650488127,51.8,5.25,56.05,64,2,8.77
573,Winslow,US,1650488104,35.0242,-110.6974,80.78,9,0,25.32
574,Auki,SB,1650488127,-8.7676,160.7034,80.82,80,70,3.62
575,Avila,ES,1650488127,40.5833,-5,28.51,89,36,3.49
576,Muzhi,RU,1650488128,65.3667,64.6667,6.22,80,3,12.1
577,Dashitou,CN,1650488128,43.3067,128.5114,49.73,47,5,10.51
578,Imbituba,BR,1650487899,-28.24,-48.6703,66.78,81,0,2.46
579,Carauari,BR,1650488128,-4.8828,-66.8958,75.76,95,97,3.38
580,Inírida,CO,1650488129,3.8653,-67.9239,83.39,70,90,2.95
581,Ninghai,CN,1650488129,29.2892,121.4247,54.61,93,100,1.54
582,Poconé,BR,1650487998,-16.2567,-56.6228,85.75,50,18,4.41
583,Chumphon,TH,1650488130,10.3333,98.8333,71.35,97,80,1.16
584,Panambi,BR,1650488130,-28.2925,-53.5017,68.83,58,12,4.29
585,Akdepe,TM,1650488130,42.0551,59.3788,62.69,52,0,5.7
586,Shitanjing,CN,1650488131,39.2342,106.3439,49.64,21,48,8.68
587,Suntar,RU,1650488131,62.1444,117.6319,18.55,95,100,3.56
588,Nakhon Si Thammarat,TH,1650488131,8.25,100,75.25,93,100,3.4
589,Khovd,MN,1650488132,48.0056,91.6419,37.53,48,3,3.36